Pays,Année,Trouble,Prévalence,Sexe
Canada,2010,Phobie sociale,9.52,Homme
Canada,2010,Trouble obsessionnel-compulsif (TOC),7.44,Les deux
Canada,2010,Trouble obsessionnel-compulsif (TOC),7.36,Femme
Canada,2010,Trouble obsessionnel-compulsif (TOC),7.81,Homme
Canada,2010,Stress post-traumatique (PTSD),7.52,Les deux
Canada,2010,Stress post-traumatique (PTSD),3.94,Femme
Canada,2010,Stress post-traumatique (PTSD),9.67,Homme
Canada,2010,Schizophrénie,0.35,Les deux
Canada,2010,Schizophrénie,8.55,Femme
Canada,2010,Schizophrénie,7.48,Homme
Canada,2010,Trouble dissociatif,8.27,Les deux
Canada,2010,Trouble dissociatif,8.65,Femme
Canada,2010,Trouble dissociatif,5.53,Homme
Canada,2010,Trouble du sommeil,9.11,Les deux
Canada,2010,Trouble du sommeil,1.48,Femme
Canada,2010,Trouble du sommeil,4.0,Homme
Canada,2010,Trouble somatique,8.76,Les deux
Canada,2010,Trouble somatique,5.46,Femme
Canada,2010,Trouble somatique,3.6,Homme
Canada,2010,Addiction à l’alcool,3.54,Les deux
Canada,2010,Addiction à l’alcool,1.11,Femme
Canada,2010,Addiction à l’alcool,8.47,Homme
Canada,2010,Addiction aux drogues,1.8,Les deux
Canada,2010,Addiction aux drogues,3.79,Femme
Canada,2010,Addiction aux drogues,4.52,Homme
Canada,2010,Addiction au jeu,1.62,Les deux
Canada,2010,Addiction au jeu,3.56,Femme
Canada,2010,Addiction au jeu,8.12,Homme
Canada,2010,Trouble de l’alimentation,8.95,Les deux
Canada,2010,Trouble de l’alimentation,4.48,Femme
Canada,2010,Trouble de l’alimentation,0.41,Homme
Canada,2010,Autisme,8.57,Les deux
Canada,2010,Autisme,10.17,Femme
Canada,2010,Autisme,7.71,Homme
Canada,2010,TDAH,7.1,Les deux
Canada,2010,TDAH,2.72,Femme
Canada,2010,TDAH,7.15,Homme
Australia,2010,Trouble de la personnalité borderline,8.86,Les deux
Australia,2010,Trouble de la personnalité borderline,4.57,Femme
Australia,2010,Trouble de la personnalité borderline,2.57,Homme
Australia,2010,Trouble bipolaire,0.19,Les deux
Australia,2010,Trouble bipolaire,7.98,Femme
Australia,2010,Trouble bipolaire,4.53,Homme
Australia,2010,Dépression majeure,4.14,Les deux
Australia,2010,Dépression majeure,7.67,Femme
Australia,2010,Dépression majeure,5.55,Homme
Australia,2010,Trouble anxieux généralisé,8.92,Les deux
Australia,2010,Trouble anxieux généralisé,1.03,Femme
Australia,2010,Trouble anxieux généralisé,7.91,Homme
Australia,2010,Trouble panique,8.5,Les deux
Australia,2010,Trouble panique,8.95,Femme
Australia,2010,Trouble panique,6.58,Homme
Australia,2010,Phobie sociale,8.71,Les deux
Australia,2010,Phobie sociale,9.21,Femme
Australia,2010,Phobie sociale,8.23,Homme
Australia,2010,Trouble obsessionnel-compulsif (TOC),3.0,Les deux
Australia,2010,Trouble obsessionnel-compulsif (TOC),10.38,Femme
Australia,2010,Trouble obsessionnel-compulsif (TOC),1.94,Homme
Australia,2010,Stress post-traumatique (PTSD),6.49,Les deux
Australia,2010,Stress post-traumatique (PTSD),9.49,Femme
Australia,2010,Stress post-traumatique (PTSD),0.61,Homme
Australia,2010,Schizophrénie,0.3,Les deux
Australia,2010,Schizophrénie,8.47,Femme
Australia,2010,Schizophrénie,6.73,Homme
Australia,2010,Trouble dissociatif,6.29,Les deux
Australia,2010,Trouble dissociatif,6.33,Femme
Australia,2010,Trouble dissociatif,5.84,Homme
Australia,2010,Trouble du sommeil,3.73,Les deux
Australia,2010,Trouble du sommeil,5.5,Femme
Australia,2010,Trouble du sommeil,7.59,Homme
Australia,2010,Trouble somatique,8.3,Les deux
Australia,2010,Trouble somatique,1.76,Femme
Australia,2010,Trouble somatique,2.03,Homme
Australia,2010,Addiction à l’alcool,3.27,Les deux
Australia,2010,Addiction à l’alcool,6.18,Femme
Australia,2010,Addiction à l’alcool,8.55,Homme
Australia,2010,Addiction aux drogues,9.58,Les deux
Australia,2010,Addiction aux drogues,7.73,Femme
Australia,2010,Addiction aux drogues,8.03,Homme
Australia,2010,Addiction au jeu,6.36,Les deux
Australia,2010,Addiction au jeu,4.45,Femme
Australia,2010,Addiction au jeu,0.35,Homme
Australia,2010,Trouble de l’alimentation,6.55,Les deux
Australia,2010,Trouble de l’alimentation,4.53,Femme
Australia,2010,Trouble de l’alimentation,5.42,Homme
Australia,2010,Autisme,2.15,Les deux
Australia,2010,Autisme,4.47,Femme
Australia,2010,Autisme,8.32,Homme
Australia,2010,TDAH,5.35,Les deux
Australia,2010,TDAH,0.88,Femme
Australia,2010,TDAH,4.59,Homme
South Africa,2010,Trouble de la personnalité borderline,2.8,Les deux
South Africa,2010,Trouble de la personnalité borderline,5.41,Femme
South Africa,2010,Trouble de la personnalité borderline,8.39,Homme
South Africa,2010,Trouble bipolaire,5.71,Les deux
South Africa,2010,Trouble bipolaire,8.05,Femme
South Africa,2010,Trouble bipolaire,1.88,Homme
South Africa,2010,Dépression majeure,7.88,Les deux
South Africa,2010,Dépression majeure,0.77,Femme
South Africa,2010,Dépression majeure,5.4,Homme
South Africa,2010,Trouble anxieux généralisé,5.69,Les deux
South Africa,2010,Trouble anxieux généralisé,0.64,Femme
South Africa,2010,Trouble anxieux généralisé,7.76,Homme
South Africa,2010,Trouble panique,5.65,Les deux
South Africa,2010,Trouble panique,8.64,Femme
South Africa,2010,Trouble panique,4.59,Homme
South Africa,2010,Phobie sociale,1.15,Les deux
South Africa,2010,Phobie sociale,11.31,Femme
South Africa,2010,Phobie sociale,3.77,Homme
South Africa,2010,Trouble obsessionnel-compulsif (TOC),0.45,Les deux
South Africa,2010,Trouble obsessionnel-compulsif (TOC),11.29,Femme
South Africa,2010,Trouble obsessionnel-compulsif (TOC),2.4,Homme
South Africa,2010,Stress post-traumatique (PTSD),8.0,Les deux
South Africa,2010,Stress post-traumatique (PTSD),3.28,Femme
South Africa,2010,Stress post-traumatique (PTSD),5.97,Homme
South Africa,2010,Schizophrénie,1.27,Les deux
South Africa,2010,Schizophrénie,2.89,Femme
South Africa,2010,Schizophrénie,3.92,Homme
South Africa,2010,Trouble dissociatif,2.03,Les deux
South Africa,2010,Trouble dissociatif,2.21,Femme
South Africa,2010,Trouble dissociatif,1.29,Homme
South Africa,2010,Trouble du sommeil,4.07,Les deux
South Africa,2010,Trouble du sommeil,6.84,Femme
South Africa,2010,Trouble du sommeil,7.77,Homme
South Africa,2010,Trouble somatique,8.94,Les deux
South Africa,2010,Trouble somatique,2.52,Femme
South Africa,2010,Trouble somatique,5.48,Homme
South Africa,2010,Addiction à l’alcool,4.65,Les deux
South Africa,2010,Addiction à l’alcool,9.15,Femme
South Africa,2010,Addiction à l’alcool,7.21,Homme
South Africa,2010,Addiction aux drogues,4.69,Les deux
South Africa,2010,Addiction aux drogues,0.56,Femme
South Africa,2010,Addiction aux drogues,2.18,Homme
South Africa,2010,Addiction au jeu,0.79,Les deux
South Africa,2010,Addiction au jeu,3.34,Femme
South Africa,2010,Addiction au jeu,3.34,Homme
South Africa,2010,Trouble de l’alimentation,7.54,Les deux
South Africa,2010,Trouble de l’alimentation,8.71,Femme
South Africa,2010,Trouble de l’alimentation,1.71,Homme
South Africa,2010,Autisme,1.07,Les deux
South Africa,2010,Autisme,4.1,Femme
South Africa,2010,Autisme,7.56,Homme
South Africa,2010,TDAH,6.71,Les deux
South Africa,2010,TDAH,7.52,Femme
South Africa,2010,TDAH,3.61,Homme
Mexico,2010,Trouble de la personnalité borderline,7.54,Les deux
Mexico,2010,Trouble de la personnalité borderline,2.68,Femme
Mexico,2010,Trouble de la personnalité borderline,6.66,Homme
Mexico,2010,Trouble bipolaire,4.57,Les deux
Mexico,2010,Trouble bipolaire,5.0,Femme
Mexico,2010,Trouble bipolaire,0.11,Homme
Mexico,2010,Dépression majeure,1.92,Les deux
Mexico,2010,Dépression majeure,7.18,Femme
Mexico,2010,Dépression majeure,5.38,Homme
Mexico,2010,Trouble anxieux généralisé,3.22,Les deux
Mexico,2010,Trouble anxieux généralisé,3.6,Femme
Mexico,2010,Trouble anxieux généralisé,1.59,Homme
Mexico,2010,Trouble panique,6.58,Les deux
Mexico,2010,Trouble panique,8.66,Femme
Mexico,2010,Trouble panique,4.66,Homme
Mexico,2010,Phobie sociale,9.13,Les deux
Mexico,2010,Phobie sociale,7.38,Femme
Mexico,2010,Phobie sociale,7.25,Homme
Mexico,2010,Trouble obsessionnel-compulsif (TOC),6.08,Les deux
Mexico,2010,Trouble obsessionnel-compulsif (TOC),7.44,Femme
Mexico,2010,Trouble obsessionnel-compulsif (TOC),11.2,Homme
Mexico,2010,Stress post-traumatique (PTSD),9.63,Les deux
Mexico,2010,Stress post-traumatique (PTSD),8.01,Femme
Mexico,2010,Stress post-traumatique (PTSD),5.48,Homme
Mexico,2010,Schizophrénie,7.57,Les deux
Mexico,2010,Schizophrénie,1.88,Femme
Mexico,2010,Schizophrénie,2.35,Homme
Mexico,2010,Trouble dissociatif,0.8,Les deux
Mexico,2010,Trouble dissociatif,6.83,Femme
Mexico,2010,Trouble dissociatif,1.96,Homme
Mexico,2010,Trouble du sommeil,3.13,Les deux
Mexico,2010,Trouble du sommeil,9.85,Femme
Mexico,2010,Trouble du sommeil,2.55,Homme
Mexico,2010,Trouble somatique,0.29,Les deux
Mexico,2010,Trouble somatique,3.46,Femme
Mexico,2010,Trouble somatique,0.34,Homme
Mexico,2010,Addiction à l’alcool,3.25,Les deux
Mexico,2010,Addiction à l’alcool,6.93,Femme
Mexico,2010,Addiction à l’alcool,7.41,Homme
Mexico,2010,Addiction aux drogues,8.83,Les deux
Mexico,2010,Addiction aux drogues,2.19,Femme
Mexico,2010,Addiction aux drogues,10.33,Homme
Mexico,2010,Addiction au jeu,8.1,Les deux
Mexico,2010,Addiction au jeu,1.57,Femme
Mexico,2010,Addiction au jeu,7.87,Homme
Mexico,2010,Trouble de l’alimentation,1.74,Les deux
Mexico,2010,Trouble de l’alimentation,8.87,Femme
Mexico,2010,Trouble de l’alimentation,7.96,Homme
Mexico,2010,Autisme,7.27,Les deux
Mexico,2010,Autisme,1.13,Femme
Mexico,2010,Autisme,6.05,Homme
Mexico,2010,TDAH,1.97,Les deux
Mexico,2010,TDAH,1.13,Femme
Mexico,2010,TDAH,1.05,Homme
China,2010,Trouble de la personnalité borderline,1.32,Les deux
China,2010,Trouble de la personnalité borderline,2.39,Femme
China,2010,Trouble de la personnalité borderline,2.46,Homme
China,2010,Trouble bipolaire,6.76,Les deux
China,2010,Trouble bipolaire,4.66,Femme
China,2010,Trouble bipolaire,6.33,Homme
China,2010,Dépression majeure,6.02,Les deux
China,2010,Dépression majeure,8.76,Femme
China,2010,Dépression majeure,7.57,Homme
China,2010,Trouble anxieux généralisé,5.48,Les deux
China,2010,Trouble anxieux généralisé,6.76,Femme
China,2010,Trouble anxieux généralisé,4.28,Homme
China,2010,Trouble panique,7.28,Les deux
China,2010,Trouble panique,6.11,Femme
China,2010,Trouble panique,1.01,Homme
China,2010,Phobie sociale,3.22,Les deux
China,2010,Phobie sociale,2.63,Femme
China,2010,Phobie sociale,5.7,Homme
China,2010,Trouble obsessionnel-compulsif (TOC),8.44,Les deux
China,2010,Trouble obsessionnel-compulsif (TOC),6.18,Femme
China,2010,Trouble obsessionnel-compulsif (TOC),5.53,Homme
China,2010,Stress post-traumatique (PTSD),0.25,Les deux
China,2010,Stress post-traumatique (PTSD),5.99,Femme
China,2010,Stress post-traumatique (PTSD),9.65,Homme
China,2010,Schizophrénie,2.17,Les deux
China,2010,Schizophrénie,10.42,Femme
China,2010,Schizophrénie,1.83,Homme
China,2010,Trouble dissociatif,9.6,Les deux
China,2010,Trouble dissociatif,4.42,Femme
China,2010,Trouble dissociatif,4.59,Homme
China,2010,Trouble du sommeil,1.7,Les deux
China,2010,Trouble du sommeil,6.81,Femme
China,2010,Trouble du sommeil,6.86,Homme
China,2010,Trouble somatique,4.07,Les deux
China,2010,Trouble somatique,0.15,Femme
China,2010,Trouble somatique,6.64,Homme
China,2010,Addiction à l’alcool,8.42,Les deux
China,2010,Addiction à l’alcool,5.31,Femme
China,2010,Addiction à l’alcool,9.78,Homme
China,2010,Addiction aux drogues,8.98,Les deux
China,2010,Addiction aux drogues,8.67,Femme
China,2010,Addiction aux drogues,3.01,Homme
China,2010,Addiction au jeu,8.77,Les deux
China,2010,Addiction au jeu,0.75,Femme
China,2010,Addiction au jeu,3.74,Homme
China,2010,Trouble de l’alimentation,3.37,Les deux
China,2010,Trouble de l’alimentation,8.69,Femme
China,2010,Trouble de l’alimentation,4.17,Homme
China,2010,Autisme,2.81,Les deux
China,2010,Autisme,3.31,Femme
China,2010,Autisme,7.75,Homme
China,2010,TDAH,5.84,Les deux
China,2010,TDAH,2.23,Femme
China,2010,TDAH,5.8,Homme
Russia,2010,Trouble de la personnalité borderline,4.75,Les deux
Russia,2010,Trouble de la personnalité borderline,3.04,Femme
Russia,2010,Trouble de la personnalité borderline,5.39,Homme
Russia,2010,Trouble bipolaire,9.27,Les deux
Russia,2010,Trouble bipolaire,8.08,Femme
Russia,2010,Trouble bipolaire,9.43,Homme
Russia,2010,Dépression majeure,3.0,Les deux
Russia,2010,Dépression majeure,3.72,Femme
Russia,2010,Dépression majeure,7.37,Homme
Russia,2010,Trouble anxieux généralisé,8.96,Les deux
Russia,2010,Trouble anxieux généralisé,2.36,Femme
Russia,2010,Trouble anxieux généralisé,3.45,Homme
Russia,2010,Trouble panique,9.47,Les deux
Russia,2010,Trouble panique,8.2,Femme
Russia,2010,Trouble panique,7.3,Homme
Russia,2010,Phobie sociale,1.49,Les deux
Russia,2010,Phobie sociale,5.0,Femme
Russia,2010,Phobie sociale,3.04,Homme
Russia,2010,Trouble obsessionnel-compulsif (TOC),6.63,Les deux
Russia,2010,Trouble obsessionnel-compulsif (TOC),2.21,Femme
Russia,2010,Trouble obsessionnel-compulsif (TOC),0.26,Homme
Russia,2010,Stress post-traumatique (PTSD),4.0,Les deux
Russia,2010,Stress post-traumatique (PTSD),9.84,Femme
Russia,2010,Stress post-traumatique (PTSD),0.52,Homme
Russia,2010,Schizophrénie,7.93,Les deux
Russia,2010,Schizophrénie,7.86,Femme
Russia,2010,Schizophrénie,7.78,Homme
Russia,2010,Trouble dissociatif,3.88,Les deux
Russia,2010,Trouble dissociatif,3.75,Femme
Russia,2010,Trouble dissociatif,10.35,Homme
Russia,2010,Trouble du sommeil,3.2,Les deux
Russia,2010,Trouble du sommeil,10.46,Femme
Russia,2010,Trouble du sommeil,3.2,Homme
Russia,2010,Trouble somatique,3.51,Les deux
Russia,2010,Trouble somatique,5.44,Femme
Russia,2010,Trouble somatique,9.06,Homme
Russia,2010,Addiction à l’alcool,3.4,Les deux
Russia,2010,Addiction à l’alcool,7.74,Femme
Russia,2010,Addiction à l’alcool,1.19,Homme
Russia,2010,Addiction aux drogues,9.49,Les deux
Russia,2010,Addiction aux drogues,7.83,Femme
Russia,2010,Addiction aux drogues,3.79,Homme
Russia,2010,Addiction au jeu,6.77,Les deux
Russia,2010,Addiction au jeu,6.41,Femme
Russia,2010,Addiction au jeu,0.73,Homme
Russia,2010,Trouble de l’alimentation,0.67,Les deux
Russia,2010,Trouble de l’alimentation,8.05,Femme
Russia,2010,Trouble de l’alimentation,1.3,Homme
Russia,2010,Autisme,2.31,Les deux
Russia,2010,Autisme,4.47,Femme
Russia,2010,Autisme,9.45,Homme
Russia,2010,TDAH,5.37,Les deux
Russia,2010,TDAH,3.72,Femme
Russia,2010,TDAH,1.18,Homme
Italy,2010,Trouble de la personnalité borderline,1.06,Les deux
Italy,2010,Trouble de la personnalité borderline,2.39,Femme
Italy,2010,Trouble de la personnalité borderline,1.25,Homme
Italy,2010,Trouble bipolaire,8.28,Les deux
Italy,2010,Trouble bipolaire,1.38,Femme
Italy,2010,Trouble bipolaire,4.19,Homme
Italy,2010,Dépression majeure,7.1,Les deux
Italy,2010,Dépression majeure,0.8,Femme
Italy,2010,Dépression majeure,4.15,Homme
Italy,2010,Trouble anxieux généralisé,6.76,Les deux
Italy,2010,Trouble anxieux généralisé,7.14,Femme
Italy,2010,Trouble anxieux généralisé,3.39,Homme
Italy,2010,Trouble panique,5.98,Les deux
Italy,2010,Trouble panique,9.81,Femme
Italy,2010,Trouble panique,9.49,Homme
Italy,2010,Phobie sociale,7.98,Les deux
Italy,2010,Phobie sociale,10.28,Femme
Italy,2010,Phobie sociale,1.18,Homme
Italy,2010,Trouble obsessionnel-compulsif (TOC),0.95,Les deux
Italy,2010,Trouble obsessionnel-compulsif (TOC),7.27,Femme
Italy,2010,Trouble obsessionnel-compulsif (TOC),3.62,Homme
Italy,2010,Stress post-traumatique (PTSD),2.76,Les deux
Italy,2010,Stress post-traumatique (PTSD),6.16,Femme
Italy,2010,Stress post-traumatique (PTSD),2.67,Homme
Italy,2010,Schizophrénie,0.97,Les deux
Italy,2010,Schizophrénie,6.44,Femme
Italy,2010,Schizophrénie,1.48,Homme
Italy,2010,Trouble dissociatif,6.76,Les deux
Italy,2010,Trouble dissociatif,5.08,Femme
Italy,2010,Trouble dissociatif,5.07,Homme
Italy,2010,Trouble du sommeil,9.54,Les deux
Italy,2010,Trouble du sommeil,8.77,Femme
Italy,2010,Trouble du sommeil,10.72,Homme
Italy,2010,Trouble somatique,1.16,Les deux
Italy,2010,Trouble somatique,4.77,Femme
Italy,2010,Trouble somatique,7.0,Homme
Italy,2010,Addiction à l’alcool,3.75,Les deux
Italy,2010,Addiction à l’alcool,4.97,Femme
Italy,2010,Addiction à l’alcool,6.22,Homme
Italy,2010,Addiction aux drogues,2.23,Les deux
Italy,2010,Addiction aux drogues,5.62,Femme
Italy,2010,Addiction aux drogues,8.33,Homme
Italy,2010,Addiction au jeu,7.02,Les deux
Italy,2010,Addiction au jeu,4.15,Femme
Italy,2010,Addiction au jeu,7.23,Homme
Italy,2010,Trouble de l’alimentation,5.8,Les deux
Italy,2010,Trouble de l’alimentation,8.46,Femme
Italy,2010,Trouble de l’alimentation,0.78,Homme
Italy,2010,Autisme,0.7,Les deux
Italy,2010,Autisme,9.8,Femme
Italy,2010,Autisme,9.83,Homme
Italy,2010,TDAH,8.23,Les deux
Italy,2010,TDAH,7.66,Femme
Italy,2010,TDAH,3.33,Homme
Spain,2010,Trouble de la personnalité borderline,2.58,Les deux
Spain,2010,Trouble de la personnalité borderline,9.36,Femme
Spain,2010,Trouble de la personnalité borderline,7.94,Homme
Spain,2010,Trouble bipolaire,3.15,Les deux
Spain,2010,Trouble bipolaire,9.06,Femme
Spain,2010,Trouble bipolaire,6.09,Homme
Spain,2010,Dépression majeure,0.86,Les deux
Spain,2010,Dépression majeure,2.46,Femme
Spain,2010,Dépression majeure,1.34,Homme
Spain,2010,Trouble anxieux généralisé,6.29,Les deux
Spain,2010,Trouble anxieux généralisé,1.08,Femme
Spain,2010,Trouble anxieux généralisé,1.66,Homme
Spain,2010,Trouble panique,5.38,Les deux
Spain,2010,Trouble panique,0.14,Femme
Spain,2010,Trouble panique,5.33,Homme
Spain,2010,Phobie sociale,0.44,Les deux
Spain,2010,Phobie sociale,0.45,Femme
Spain,2010,Phobie sociale,7.61,Homme
Spain,2010,Trouble obsessionnel-compulsif (TOC),2.85,Les deux
Spain,2010,Trouble obsessionnel-compulsif (TOC),2.47,Femme
Spain,2010,Trouble obsessionnel-compulsif (TOC),0.39,Homme
Spain,2010,Stress post-traumatique (PTSD),4.3,Les deux
Spain,2010,Stress post-traumatique (PTSD),2.61,Femme
Spain,2010,Stress post-traumatique (PTSD),2.41,Homme
Spain,2010,Schizophrénie,1.57,Les deux
Spain,2010,Schizophrénie,4.34,Femme
Spain,2010,Schizophrénie,0.45,Homme
Spain,2010,Trouble dissociatif,7.53,Les deux
Spain,2010,Trouble dissociatif,9.19,Femme
Spain,2010,Trouble dissociatif,2.15,Homme
Spain,2010,Trouble du sommeil,8.92,Les deux
Spain,2010,Trouble du sommeil,4.09,Femme
Spain,2010,Trouble du sommeil,6.78,Homme
Spain,2010,Trouble somatique,5.53,Les deux
Spain,2010,Trouble somatique,4.96,Femme
Spain,2010,Trouble somatique,7.32,Homme
Spain,2010,Addiction à l’alcool,6.4,Les deux
Spain,2010,Addiction à l’alcool,4.97,Femme
Spain,2010,Addiction à l’alcool,9.94,Homme
Spain,2010,Addiction aux drogues,9.22,Les deux
Spain,2010,Addiction aux drogues,7.04,Femme
Spain,2010,Addiction aux drogues,4.43,Homme
Spain,2010,Addiction au jeu,0.45,Les deux
Spain,2010,Addiction au jeu,4.18,Femme
Spain,2010,Addiction au jeu,0.16,Homme
Spain,2010,Trouble de l’alimentation,1.52,Les deux
Spain,2010,Trouble de l’alimentation,5.74,Femme
Spain,2010,Trouble de l’alimentation,5.79,Homme
Spain,2010,Autisme,6.22,Les deux
Spain,2010,Autisme,8.79,Femme
Spain,2010,Autisme,2.96,Homme
Spain,2010,TDAH,6.12,Les deux
Spain,2010,TDAH,2.65,Femme
Spain,2010,TDAH,7.73,Homme
Argentina,2010,Trouble de la personnalité borderline,9.68,Les deux
Argentina,2010,Trouble de la personnalité borderline,6.9,Femme
Argentina,2010,Trouble de la personnalité borderline,6.16,Homme
Argentina,2010,Trouble bipolaire,8.01,Les deux
Argentina,2010,Trouble bipolaire,8.32,Femme
Argentina,2010,Trouble bipolaire,2.51,Homme
Argentina,2010,Dépression majeure,8.23,Les deux
Argentina,2010,Dépression majeure,0.79,Femme
Argentina,2010,Dépression majeure,5.13,Homme
Argentina,2010,Trouble anxieux généralisé,1.73,Les deux
Argentina,2010,Trouble anxieux généralisé,7.35,Femme
Argentina,2010,Trouble anxieux généralisé,8.39,Homme
Argentina,2010,Trouble panique,6.53,Les deux
Argentina,2010,Trouble panique,3.77,Femme
Argentina,2010,Trouble panique,7.54,Homme
Argentina,2010,Phobie sociale,2.88,Les deux
Argentina,2010,Phobie sociale,9.38,Femme
Argentina,2010,Phobie sociale,3.13,Homme
Argentina,2010,Trouble obsessionnel-compulsif (TOC),0.95,Les deux
Argentina,2010,Trouble obsessionnel-compulsif (TOC),1.74,Femme
Argentina,2010,Trouble obsessionnel-compulsif (TOC),9.2,Homme
Argentina,2010,Stress post-traumatique (PTSD),7.58,Les deux
Argentina,2010,Stress post-traumatique (PTSD),8.84,Femme
Argentina,2010,Stress post-traumatique (PTSD),5.83,Homme
Argentina,2010,Schizophrénie,9.11,Les deux
Argentina,2010,Schizophrénie,9.27,Femme
Argentina,2010,Schizophrénie,9.03,Homme
Argentina,2010,Trouble dissociatif,1.09,Les deux
Argentina,2010,Trouble dissociatif,7.24,Femme
Argentina,2010,Trouble dissociatif,2.84,Homme
Argentina,2010,Trouble du sommeil,9.77,Les deux
Argentina,2010,Trouble du sommeil,4.32,Femme
Argentina,2010,Trouble du sommeil,7.74,Homme
Argentina,2010,Trouble somatique,3.09,Les deux
Argentina,2010,Trouble somatique,1.25,Femme
Argentina,2010,Trouble somatique,5.38,Homme
Argentina,2010,Addiction à l’alcool,8.62,Les deux
Argentina,2010,Addiction à l’alcool,0.32,Femme
Argentina,2010,Addiction à l’alcool,8.93,Homme
Argentina,2010,Addiction aux drogues,2.41,Les deux
Argentina,2010,Addiction aux drogues,3.62,Femme
Argentina,2010,Addiction aux drogues,11.1,Homme
Argentina,2010,Addiction au jeu,4.23,Les deux
Argentina,2010,Addiction au jeu,5.17,Femme
Argentina,2010,Addiction au jeu,8.02,Homme
Argentina,2010,Trouble de l’alimentation,8.01,Les deux
Argentina,2010,Trouble de l’alimentation,4.19,Femme
Argentina,2010,Trouble de l’alimentation,1.35,Homme
Argentina,2010,Autisme,5.59,Les deux
Argentina,2010,Autisme,6.1,Femme
Argentina,2010,Autisme,5.66,Homme
Argentina,2010,TDAH,1.88,Les deux
Argentina,2010,TDAH,5.95,Femme
Argentina,2010,TDAH,5.22,Homme
Egypt,2010,Trouble de la personnalité borderline,0.61,Les deux
Egypt,2010,Trouble de la personnalité borderline,8.27,Femme
Egypt,2010,Trouble de la personnalité borderline,5.66,Homme
Egypt,2010,Trouble bipolaire,2.73,Les deux
Egypt,2010,Trouble bipolaire,2.61,Femme
Egypt,2010,Trouble bipolaire,6.97,Homme
Egypt,2010,Dépression majeure,3.06,Les deux
Egypt,2010,Dépression majeure,10.09,Femme
Egypt,2010,Dépression majeure,5.24,Homme
Egypt,2010,Trouble anxieux généralisé,2.97,Les deux
Egypt,2010,Trouble anxieux généralisé,0.18,Femme
Egypt,2010,Trouble anxieux généralisé,5.34,Homme
Egypt,2010,Trouble panique,9.59,Les deux
Egypt,2010,Trouble panique,0.14,Femme
Egypt,2010,Trouble panique,1.32,Homme
Egypt,2010,Phobie sociale,8.48,Les deux
Egypt,2010,Phobie sociale,0.97,Femme
Egypt,2010,Phobie sociale,5.96,Homme
Egypt,2010,Trouble obsessionnel-compulsif (TOC),0.29,Les deux
Egypt,2010,Trouble obsessionnel-compulsif (TOC),6.2,Femme
Egypt,2010,Trouble obsessionnel-compulsif (TOC),2.34,Homme
Egypt,2010,Stress post-traumatique (PTSD),0.23,Les deux
Egypt,2010,Stress post-traumatique (PTSD),9.99,Femme
Egypt,2010,Stress post-traumatique (PTSD),5.51,Homme
Egypt,2010,Schizophrénie,7.16,Les deux
Egypt,2010,Schizophrénie,10.52,Femme
Egypt,2010,Schizophrénie,2.01,Homme
Egypt,2010,Trouble dissociatif,6.9,Les deux
Egypt,2010,Trouble dissociatif,0.61,Femme
Egypt,2010,Trouble dissociatif,0.17,Homme
Egypt,2010,Trouble du sommeil,7.21,Les deux
Egypt,2010,Trouble du sommeil,5.86,Femme
Egypt,2010,Trouble du sommeil,11.08,Homme
Egypt,2010,Trouble somatique,8.09,Les deux
Egypt,2010,Trouble somatique,7.5,Femme
Egypt,2010,Trouble somatique,0.62,Homme
Egypt,2010,Addiction à l’alcool,6.59,Les deux
Egypt,2010,Addiction à l’alcool,6.26,Femme
Egypt,2010,Addiction à l’alcool,9.03,Homme
Egypt,2010,Addiction aux drogues,7.79,Les deux
Egypt,2010,Addiction aux drogues,4.99,Femme
Egypt,2010,Addiction aux drogues,0.39,Homme
Egypt,2010,Addiction au jeu,7.74,Les deux
Egypt,2010,Addiction au jeu,3.44,Femme
Egypt,2010,Addiction au jeu,6.17,Homme
Egypt,2010,Trouble de l’alimentation,6.19,Les deux
Egypt,2010,Trouble de l’alimentation,5.12,Femme
Egypt,2010,Trouble de l’alimentation,6.73,Homme
Egypt,2010,Autisme,8.02,Les deux
Egypt,2010,Autisme,4.06,Femme
Egypt,2010,Autisme,5.52,Homme
Egypt,2010,TDAH,7.37,Les deux
Egypt,2010,TDAH,1.62,Femme
Egypt,2010,TDAH,10.52,Homme
France,2011,Trouble de la personnalité borderline,5.38,Les deux
France,2011,Trouble de la personnalité borderline,6.23,Femme
France,2011,Trouble de la personnalité borderline,1.09,Homme
France,2011,Trouble bipolaire,3.36,Les deux
France,2011,Trouble bipolaire,3.06,Femme
France,2011,Trouble bipolaire,11.74,Homme
France,2011,Dépression majeure,3.56,Les deux
France,2011,Dépression majeure,3.05,Femme
France,2011,Dépression majeure,5.1,Homme
France,2011,Trouble anxieux généralisé,9.02,Les deux
France,2011,Trouble anxieux généralisé,7.06,Femme
France,2011,Trouble anxieux généralisé,8.43,Homme
France,2011,Trouble panique,3.8,Les deux
France,2011,Trouble panique,9.03,Femme
France,2011,Trouble panique,10.65,Homme
France,2011,Phobie sociale,1.06,Les deux
France,2011,Phobie sociale,4.43,Femme
France,2011,Phobie sociale,4.71,Homme
France,2011,Trouble obsessionnel-compulsif (TOC),2.4,Les deux
France,2011,Trouble obsessionnel-compulsif (TOC),8.84,Femme
France,2011,Trouble obsessionnel-compulsif (TOC),7.95,Homme
